Unnamed: 0,character,emphasis,volume,part,chapter,value,paragraph,token,lemma,concept,totalpart
99,Pierre,"Несмотря на то, что пасьянс сошелся, Пьер не поехал в армию, а остался в опустевшей Москве, все в той же тревоге, нерешимости, в страхе и вместе в РАДОСТИ ожидая чего-то ужасного.",Том третий,Часть вторая,XVIII,204,"Несмотря на то, что пасьянс сошелся, Пьер не поехал в армию, а остался в опустевшей Москве, все в той же тревоге, нерешимости, в страхе и вместе в радости ожидая чего-то ужасного.",радости,радость,радость,10
100,Pierre,"В Можайске и за Можайском везде стояли и шли войска. Казаки, пешие, конные солдаты, фуры, ящики, пушки виднелись со всех сторон. Пьер торопился скорее ехать вперед, и чем дальше он отъезжал от Москвы и чем глубже погружался в это море войск, тем больше им овладевала тревога беспокойства и не испытанное еще им новое РАДОСТНОЕ чувство. Это было чувство, подобное тому, которое он испытывал и в Слободском дворце во время приезда государя, — чувство необходимости предпринять что-то и пожертвовать чем-то. Он испытывал теперь приятное чувство сознания того, что все то, что составляет счастье людей, удобства жизни, богатство, даже самая жизнь, есть вздор, который приятно откинуть в сравнении с чем-то... С чем, Пьер не мог себе дать отчета, да и не старался уяснить себе, для кого и для чего он находит особенную прелесть пожертвовать всем. Его не занимало то, для чего он хочет жертвовать, но самое жертвование составляло для него новое РАДОСТНОЕ чувство.",Том третий,Часть вторая,XVIII,204,"В Можайске и за Можайском везде стояли и шли войска. Казаки, пешие, конные солдаты, фуры, ящики, пушки виднелись со всех сторон. Пьер торопился скорее ехать вперед, и чем дальше он отъезжал от Москвы и чем глубже погружался в это море войск, тем больше им овладевала тревога беспокойства и не испытанное еще им новое радостное чувство. Это было чувство, подобное тому, которое он испытывал и в Слободском дворце во время приезда государя, — чувство необходимости предпринять что-то и пожертвовать чем-то. Он испытывал теперь приятное чувство сознания того, что все то, что составляет счастье людей, удобства жизни, богатство, даже самая жизнь, есть вздор, который приятно откинуть в сравнении с чем-то... С чем, Пьер не мог себе дать отчета, да и не старался уяснить себе, для кого и для чего он находит особенную прелесть пожертвовать всем. Его не занимало то, для чего он хочет жертвовать, но самое жертвование составляло для него новое радостное чувство.",радостное,радостный,радость,10
101,Pierre,"Проехав версты четыре, он встретил первого знакомого и РАДОСТНО обратился к нему. Знакомый этот был один из начальствующих докторов в армии. Он в бричке ехал навстречу Пьеру, сидя рядом с молодым доктором, и, узнав Пьера, остановил своего казака, сидевшего на козлах вместо кучера.",Том третий,Часть вторая,XX,206,"Проехав версты четыре, он встретил первого знакомого и радостно обратился к нему. Знакомый этот был один из начальствующих докторов в армии. Он в бричке ехал навстречу Пьеру, сидя рядом с молодым доктором, и, узнав Пьера, остановил своего казака, сидевшего на козлах вместо кучера.",радостно,радостно,радость,10
102,Pierre,"Войдя на курган, Пьер стал в конце канавы, окружающей батарею, и с бессознательно-РАДОСТНОЙ улыбкой смотрел на то, что делалось вокруг него. Изредка Пьер все с той же улыбкой вставал, и стараясь не помешать солдатам, заряжавшим и накатывавшим орудия, беспрестанно пробегавшим мимо него с сумками и зарядами, прохаживался по батарее. Пушки с этой батареи беспрестанно одна за другой стреляли, оглушая своими звуками и застилая всю окрестность пороховым дымом.",Том третий,Часть вторая,XXXI,217,"Войдя на курган, Пьер стал в конце канавы, окружающей батарею, и с бессознательно-радостной улыбкой смотрел на то, что делалось вокруг него. Изредка Пьер все с той же улыбкой вставал, и стараясь не помешать солдатам, заряжавшим и накатывавшим орудия, беспрестанно пробегавшим мимо него с сумками и зарядами, прохаживался по батарее. Пушки с этой батареи беспрестанно одна за другой стреляли, оглушая своими звуками и застилая всю окрестность пороховым дымом.",радостной,радостный,радость,10
103,Pierre,"Несколько солдат с веселыми и ласковыми лицами остановились подле Пьера. Они как будто не ожидали того, чтобы он говорил, как все, и это открытие ОБРАДОВАЛО их.",Том третий,Часть вторая,XXXI,217,"Несколько солдат с веселыми и ласковыми лицами остановились подле Пьера. Они как будто не ожидали того, чтобы он говорил, как все, и это открытие обрадовало их.",обрадовало,обрадовать,радость,10
104,Pierre,"Перекатная пальба пушек и ружей усиливалась по всему полю, в особенности влево, там, где были флеши Багратиона, но из-за дыма выстрелов с того места, где был Пьер, нельзя было почти ничего видеть. Притом, наблюдения за тем, как бы семейным (отделенным ото всех других), кружком людей, находившихся на батарее, поглощали все внимание Пьера. Первое его бессознательно-РАДОСТНОЕ возбуждение, произведенное видом и звуками поля сражения, заменилось теперь, в особенности после вида этого одиноко лежащего солдата на лугу, другим чувством. Сидя теперь на откосе канавы, он наблюдал окружавшие его лица.",Том третий,Часть вторая,XXXI,217,"Перекатная пальба пушек и ружей усиливалась по всему полю, в особенности влево, там, где были флеши Багратиона, но из-за дыма выстрелов с того места, где был Пьер, нельзя было почти ничего видеть. Притом, наблюдения за тем, как бы семейным (отделенным ото всех других), кружком людей, находившихся на батарее, поглощали все внимание Пьера. Первое его бессознательно-радостное возбуждение, произведенное видом и звуками поля сражения, заменилось теперь, в особенности после вида этого одиноко лежащего солдата на лугу, другим чувством. Сидя теперь на откосе канавы, он наблюдал окружавшие его лица.",радостное,радостный,радость,10
105,Pierre,"Едва Пьер прилег головой на подушку, как он почувствовал, что засыпает; но вдруг с ясностью почти действительности послышались бум, бум, бум выстрелов, послышались стоны, стоны, крики, шлепанье снарядов, запахло коровью и порохом, и чувство ужаса, страха смерти охватило его. Он испуганно открыл глаза и поднял голову из-под шинели. Все было тихо на дворе. Только в воротах, разговаривая с дворником и шлепая по грязи, шел какой-то денщик. Над головой Пьера, под темной изнанкой тесового навеса, встрепенулись голубки от движения, которое он сделал, приподнимаясь. По всему двору был разлит мирный, РАДОСТНЫЙ для Пьера в эту минуту, крепкий запах постоялого двора, запах сена, навоза и дегтя. Между двумя черными навесами виднелось чистое звездное небо.",Том третий,Часть третья,IX,234,"Едва Пьер прилег головой на подушку, как он почувствовал, что засыпает; но вдруг с ясностью почти действительности послышались бум, бум, бум выстрелов, послышались стоны, стоны, крики, шлепанье снарядов, запахло коровью и порохом, и чувство ужаса, страха смерти охватило его. Он испуганно открыл глаза и поднял голову из-под шинели. Все было тихо на дворе. Только в воротах, разговаривая с дворником и шлепая по грязи, шел какой-то денщик. Над головой Пьера, под темной изнанкой тесового навеса, встрепенулись голубки от движения, которое он сделал, приподнимаясь. По всему двору был разлит мирный, радостный для Пьера в эту минуту, крепкий запах постоялого двора, запах сена, навоза и дегтя. Между двумя черными навесами виднелось чистое звездное небо.",радостный,радостный,радость,11
106,Pierre,"Беспрестанно оглядываясь на со всех сторон двигавшиеся обозы выезжавших из Москвы и оправляясь своим тучным телом, чтобы не соскользнуть с дребезжащих старых дрожек, Пьер, испытывая РАДОСТНОЕ чувство, подобное тому, которое испытывает мальчик, убежавший из школы, разговорился с извозчиком.",Том третий,Часть третья,XVIII,243,"Беспрестанно оглядываясь на со всех сторон двигавшиеся обозы выезжавших из Москвы и оправляясь своим тучным телом, чтобы не соскользнуть с дребезжащих старых дрожек, Пьер, испытывая радостное чувство, подобное тому, которое испытывает мальчик, убежавший из школы, разговорился с извозчиком.",радостное,радостный,радость,11
107,Pierre,"Глядя на высокое звездное небо, на месяц, на комету и на зарево, Пьер испытывал РАДОСТНОЕ умиление. «Ну, вот как хорошо! Ну, чего еще надо?!» — подумал он. И вдруг, когда он вспомнил свое намерение, голова его закружилась, с ним сделалось дурно, так что он прислонился к забору, чтобы не упасть. Не простившись с своим новым другом, Пьер нетвердыми шагами отошел от ворот и, вернувшись в свою комнату, лег на диван и тотчас же заснул.",Том третий,Часть третья,XXIX,254,"Глядя на высокое звездное небо, на месяц, на комету и на зарево, Пьер испытывал радостное умиление. «Ну, вот как хорошо! Ну, чего еще надо?!» — подумал он. И вдруг, когда он вспомнил свое намерение, голова его закружилась, с ним сделалось дурно, так что он прислонился к забору, чтобы не упасть. Не простившись с своим новым другом, Пьер нетвердыми шагами отошел от ворот и, вернувшись в свою комнату, лег на диван и тотчас же заснул.",радостное,радостный,радость,11
108,Pierre,"— Tirailleurs du 86-me, en avan! 1 — прокричал кто-то. Повели пятого, стоявшего рядом с Пьером, — одного. Пьер не понял того, что он спасен, что он и все остальные были приведены сюда только для присутствия при казни. Он со все возраставшим ужасом, не ощущая ни РАДОСТИ, ни успокоения, смотрел на то, что делалось. Пятый был фабричный в халате. Только что до него дотронулись, как он в ужасе отпрыгнул и схватился за Пьера (Пьер вздрогнул и оторвался от него). Фабричный не мог идти. Его тащили под мышки, и он что-то кричал. Когда его подвели к столбу, он вдруг замолк. Он как будто вдруг что-то понял. То ли он понял, что напрасно кричать, или то, что невозможно, чтобы его убили люди, но он стал у столба, ожидая повязки вместе с другими и, как подстреленный зверь, оглядываясь вокруг себя блестящими глазами.",Том четвертый,Часть первая,XI,270,"— Tirailleurs du 86-me, en avan! 1 — прокричал кто-то. Повели пятого, стоявшего рядом с Пьером, — одного. Пьер не понял того, что он спасен, что он и все остальные были приведены сюда только для присутствия при казни. Он со все возраставшим ужасом, не ощущая ни радости, ни успокоения, смотрел на то, что делалось. Пятый был фабричный в халате. Только что до него дотронулись, как он в ужасе отпрыгнул и схватился за Пьера (Пьер вздрогнул и оторвался от него). Фабричный не мог идти. Его тащили под мышки, и он что-то кричал. Когда его подвели к столбу, он вдруг замолк. Он как будто вдруг что-то понял. То ли он понял, что напрасно кричать, или то, что невозможно, чтобы его убили люди, но он стал у столба, ожидая повязки вместе с другими и, как подстреленный зверь, оглядываясь вокруг себя блестящими глазами.",радости,радость,радость,12
111,Pierre,"В разоренной и сожженной Москве Пьер испытал почти крайние пределы лишений, которые может переносить человек; но, благодаря своему сильному сложению и здоровью, которого он не сознавал до сих пор, и в особенности благодаря тому, что эти лишения подходили так незаметно, что нельзя было сказать, когда они начались, он переносил не только легко, но и РАДОСТНО свое положение. И именно в это-то самое время он получил то спокойствие и довольство собой, к которым он тщетно стремился прежде. Он долго в своей жизни искал с разных сторон этого успокоения, согласия с самим собою, того, что так поразило его в солдатах в Бородинском сражении, — он искал этого в филантропии, в масонстве, в рассеянии светской жизни, в вине, в геройском подвиге самопожертвования, в романтической любви к Наташе; он искал этого путем мысли, и все эти искания и попытки все обманули его. И он, сам не думая о том, получил это успокоение и это согласие с самим собою только через ужас смерти, через лишения и через то, что он понял в Каратаеве. Те страшные минуты, которые он пережил во время казни, как будто смыли навсегда из его воображения и воспоминания тревожные мысли и чувства, прежде казавшиеся ему важными. Ему не приходило и мысли ни о России, ни о войне, ни о политике, ни о Наполеоне. Ему очевидно было, что все это не касалось его, что он не призван был и потому не мог судить обо всем этом. «России да лету — союзу нету», — повторял он слова Каратаева, и эти слова странно успокоивали его. Ему казалось теперь непонятным и даже смешным его намерение убить Наполеона и его вычисления о кабалистическом числе и звере Апокалипсиса. Озлобление его против жены и тревога о том, чтобы не было посрамлено его имя, теперь казались ему не только ничтожны, но забавны. Что ему было за дело до того, что эта женщина вела там где-то ту жизнь, которая ей нравилась? Кому, в особенности ему, какое дело было до того, что узнают или не узнают, что имя их пленного было граф Безухов?",Том четвертый,Часть вторая,XII,287,"В разоренной и сожженной Москве Пьер испытал почти крайние пределы лишений, которые может переносить человек; но, благодаря своему сильному сложению и здоровью, которого он не сознавал до сих пор, и в особенности благодаря тому, что эти лишения подходили так незаметно, что нельзя было сказать, когда они начались, он переносил не только легко, но и радостно свое положение. И именно в это-то самое время он получил то спокойствие и довольство собой, к которым он тщетно стремился прежде. Он долго в своей жизни искал с разных сторон этого успокоения, согласия с самим собою, того, что так поразило его в солдатах в Бородинском сражении, — он искал этого в филантропии, в масонстве, в рассеянии светской жизни, в вине, в геройском подвиге самопожертвования, в романтической любви к Наташе; он искал этого путем мысли, и все эти искания и попытки все обманули его. И он, сам не думая о том, получил это успокоение и это согласие с самим собою только через ужас смерти, через лишения и через то, что он понял в Каратаеве. Те страшные минуты, которые он пережил во время казни, как будто смыли навсегда из его воображения и воспоминания тревожные мысли и чувства, прежде казавшиеся ему важными. Ему не приходило и мысли ни о России, ни о войне, ни о политике, ни о Наполеоне. Ему очевидно было, что все это не касалось его, что он не призван был и потому не мог судить обо всем этом. «России да лету — союзу нету», — повторял он слова Каратаева, и эти слова странно успокоивали его. Ему казалось теперь непонятным и даже смешным его намерение убить Наполеона и его вычисления о кабалистическом числе и звере Апокалипсиса. Озлобление его против жены и тревога о том, чтобы не было посрамлено его имя, теперь казались ему не только ничтожны, но забавны. Что ему было за дело до того, что эта женщина вела там где-то ту жизнь, которая ей нравилась? Кому, в особенности ему, какое дело было до того, что узнают или не узнают, что имя их пленного было граф Безухов?",радостно,радостно,радость,13
112,Pierre,"Все мечтания Пьера теперь стремились к тому времени, когда он будет свободен. А между тем впоследствии и во всю свою жизнь Пьер с восторгом думал и говорил об этом месяце плена, о тех невозвратимых, сильных и РАДОСТНЫХ ощущениях и, главное, о том полном душевном спокойствии, о совершенной внутренней свободе, которые он испытывал только в это время.",Том четвертый,Часть вторая,XII,287,"Все мечтания Пьера теперь стремились к тому времени, когда он будет свободен. А между тем впоследствии и во всю свою жизнь Пьер с восторгом думал и говорил об этом месяце плена, о тех невозвратимых, сильных и радостных ощущениях и, главное, о том полном душевном спокойствии, о совершенной внутренней свободе, которые он испытывал только в это время.",радостных,радостный,радость,13
113,Pierre,"Когда он в первый день, встав рано утром, вышел на заре из балагана и увидал сначала темные купола, кресты Новодевичьего монастыря, увидал морозную росу на пыльной траве, увидал холмы Воробьевых гор и извивающийся над рекою и скрывающийся в лиловой дали лесистый берег, когда ощутил прикосновение свежего воздуха и услыхал звуки летевших из Москвы через поле галок и когда потом вдруг брызнуло светом с востока и торжественно выплыл край солнца из-за тучи, и купола, и кресты, и роса, и даль, и река, все заиграло в РАДОСТНОМ свете, — Пьер почувствовал новое, не испытанное им чувство радости и крепости жизни.",Том четвертый,Часть вторая,XII,287,"Когда он в первый день, встав рано утром, вышел на заре из балагана и увидал сначала темные купола, кресты Новодевичьего монастыря, увидал морозную росу на пыльной траве, увидал холмы Воробьевых гор и извивающийся над рекою и скрывающийся в лиловой дали лесистый берег, когда ощутил прикосновение свежего воздуха и услыхал звуки летевших из Москвы через поле галок и когда потом вдруг брызнуло светом с востока и торжественно выплыл край солнца из-за тучи, и купола, и кресты, и роса, и даль, и река, все заиграло в радостном свете, — Пьер почувствовал новое, не испытанное им чувство радости и крепости жизни.",радостном,радостный,радость,13
114,Pierre,"Он не видал и не слыхал, как пристреливали отсталых пленных, хотя более сотни из них уже погибли таким образом. Он не думал о Каратаеве, который слабел с каждым днем и, очевидно, скоро должен был подвергнуться той же участи. Еще менее Пьер думал о себе. Чем труднее становилось его положение, чем страшнее была будущность, тем независимее от того положения, в котором он находился, приходили ему РАДОСТНЫЕ и успокоительные мысли, воспоминания и представления.",Том четвертый,Часть третья,XII,306,"Он не видал и не слыхал, как пристреливали отсталых пленных, хотя более сотни из них уже погибли таким образом. Он не думал о Каратаеве, который слабел с каждым днем и, очевидно, скоро должен был подвергнуться той же участи. Еще менее Пьер думал о себе. Чем труднее становилось его положение, чем страшнее была будущность, тем независимее от того положения, в котором он находился, приходили ему радостные и успокоительные мысли, воспоминания и представления.",радостные,радостный,радость,14
115,Pierre,"Пьер знал эту историю давно. Каратаев раз шесть ему одному рассказывал эту историю, и всегда с особенным, РАДОСТНЫМ чувством. Но как ни хорошо знал Пьер эту историю, он теперь прислушался к ней, как к чему-то новому, и тот тихий восторг, который, рассказывая, видимо, испытывал Каратаев, сообщился и Пьеру. История эта была о старом купце, благообразно и богобоязненно жившем с семьей и поехавшем однажды с товарищем, богатым купцом, к Макарью.",Том четвертый,Часть третья,XIII,307,"Пьер знал эту историю давно. Каратаев раз шесть ему одному рассказывал эту историю, и всегда с особенным, радостным чувством. Но как ни хорошо знал Пьер эту историю, он теперь прислушался к ней, как к чему-то новому, и тот тихий восторг, который, рассказывая, видимо, испытывал Каратаев, сообщился и Пьеру. История эта была о старом купце, благообразно и богобоязненно жившем с семьей и поехавшем однажды с товарищем, богатым купцом, к Макарью.",радостным,радостный,радость,14
116,Pierre,"Не самый рассказ этот, но таинственный смысл его, та восторженная радость, которая сияла в лице Каратаева при этом рассказе, таинственное значение этой радости, это-то смутно и РАДОСТНО наполняло теперь душу Пьера.",Том четвертый,Часть третья,XIII,307,"Не самый рассказ этот, но таинственный смысл его, та восторженная радость, которая сияла в лице Каратаева при этом рассказе, таинственное значение этой радости, это-то смутно и радостно наполняло теперь душу Пьера.",радостно,радостно,радость,14
117,Pierre,"РАДОСТНОЕ чувство свободы — той полной, неотъемлемой, присущей человеку свободы, сознание которой он в первый раз испытал на первом привале, при выходе из Москвы наполняло душу Пьера во время его выздоровления. Он удивлялся тому, что эта внутренняя свобода, независимая от внешних обстоятельств, теперь как будто с излишком, с роскошью обставлялась и внешней свободой. Он был один в чужом городе, без знакомых. Никто от него ничего не требовал; никуда его не посылали. Все, что ему хотелось, было у него; вечно мучившей его прежде мысли о жене больше не было, так как и ее уже не было.",Том четвертый,Часть четвертая,XII,325,"Радостное чувство свободы — той полной, неотъемлемой, присущей человеку свободы, сознание которой он в первый раз испытал на первом привале, при выходе из Москвы наполняло душу Пьера во время его выздоровления. Он удивлялся тому, что эта внутренняя свобода, независимая от внешних обстоятельств, теперь как будто с излишком, с роскошью обставлялась и внешней свободой. Он был один в чужом городе, без знакомых. Никто от него ничего не требовал; никуда его не посылали. Все, что ему хотелось, было у него; вечно мучившей его прежде мысли о жене больше не было, так как и ее уже не было.",Радостное,радостный,радость,15
118,Pierre,"Пьер почти не изменился в своих внешних приемах. На вид он был точно таким же, каким он был прежде. Так же, как и прежде, он был рассеян и казался занятым не тем, что было перед глазами, а чем-то своим, особенным. Разница между прежним и теперешним его состоянием состояла в том, что прежде, когда он забывал то, что было перед ним, то, что ему говорили, он, страдальчески сморщивши лоб, как будто пытался и не мог разглядеть чего-то, далеко отстоящего от него. Теперь он так же забывал то, что ему говорили, и то, что было перед ним; но теперь с чуть заметной, как будто насмешливой, улыбкой он всматривался в то самое, что было перед ним, вслушивался в то, что ему говорили, хотя очевидно видел и слышал что-то совсем другое. Прежде он казался хотя и добрым человеком, но несчастным; и потому невольно люди отдалялись от него. Теперь улыбка РАДОСТИ жизни постоянно играла около его рта, и в глазах его светилось участие к людям — вопрос: довольны ли они так же, как и он? И людям приятно было в его присутствии.",Том четвертый,Часть четвертая,XIII,326,"Пьер почти не изменился в своих внешних приемах. На вид он был точно таким же, каким он был прежде. Так же, как и прежде, он был рассеян и казался занятым не тем, что было перед глазами, а чем-то своим, особенным. Разница между прежним и теперешним его состоянием состояла в том, что прежде, когда он забывал то, что было перед ним, то, что ему говорили, он, страдальчески сморщивши лоб, как будто пытался и не мог разглядеть чего-то, далеко отстоящего от него. Теперь он так же забывал то, что ему говорили, и то, что было перед ним; но теперь с чуть заметной, как будто насмешливой, улыбкой он всматривался в то самое, что было перед ним, вслушивался в то, что ему говорили, хотя очевидно видел и слышал что-то совсем другое. Прежде он казался хотя и добрым человеком, но несчастным; и потому невольно люди отдалялись от него. Теперь улыбка радости жизни постоянно играла около его рта, и в глазах его светилось участие к людям — вопрос: довольны ли они так же, как и он? И людям приятно было в его присутствии.",радости,радость,радость,15
119,Pierre,"Вилларский был женат, семейный человек, занятый и делами имения жены, и службой, и семьей. Он считал, что все эти занятия суть помеха в жизни и что все они презренны, потому что имеют целью личное благо его и семьи. Военные, административные, политические, масонские соображения постоянно поглощали его внимание. И Пьер, не стараясь изменить его взгляд, не осуждая его, с своей теперь постоянно тихой, РАДОСТНОЙ насмешкой, любовался на это странное, столь знакомое ему явление.",Том четвертый,Часть четвертая,XIII,326,"Вилларский был женат, семейный человек, занятый и делами имения жены, и службой, и семьей. Он считал, что все эти занятия суть помеха в жизни и что все они презренны, потому что имеют целью личное благо его и семьи. Военные, административные, политические, масонские соображения постоянно поглощали его внимание. И Пьер, не стараясь изменить его взгляд, не осуждая его, с своей теперь постоянно тихой, радостной насмешкой, любовался на это странное, столь знакомое ему явление.",радостной,радостный,радость,15
120,Pierre,"В отношениях своих с Вилларским, с княжною, с доктором, со всеми людьми, с которыми он встречался теперь, в Пьере была новая черта, заслуживавшая ему расположение всех людей: это признание возможности каждого человека думать, чувствовать и смотреть на вещи по-своему; признание невозможности словами разубедить человека. Эта законная особенность каждого человека, которая прежде волновала и раздражала Пьера, теперь составляла основу участия и интереса, которые он принимал в людях. Различие, иногда совершенное противоречие взглядов людей с своею жизнью и между собою, РАДОВАЛО Пьера и вызывало в нем насмешливую и кроткую улыбку.",Том четвертый,Часть четвертая,XIII,326,"В отношениях своих с Вилларским, с княжною, с доктором, со всеми людьми, с которыми он встречался теперь, в Пьере была новая черта, заслуживавшая ему расположение всех людей: это признание возможности каждого человека думать, чувствовать и смотреть на вещи по-своему; признание невозможности словами разубедить человека. Эта законная особенность каждого человека, которая прежде волновала и раздражала Пьера, теперь составляла основу участия и интереса, которые он принимал в людях. Различие, иногда совершенное противоречие взглядов людей с своею жизнью и между собою, радовало Пьера и вызывало в нем насмешливую и кроткую улыбку.",радовало,радовало,радость,15
