Unnamed: 0,character,emphasis,volume,part,chapter,value,paragraph,token,lemma,concept,totalpart
43,Andrei,"Князь Андрей поздно вечером уехал от Ростовых. Он лег спать по привычке ложиться, но увидал скоро, что он не может спать. Он то, зажегши свечу, сидел в постели, то вставал, то опять ложился, нисколько не тяготясь бессонницей: так радостно и ново ему было на душе, как будто он из душной комнаты вышел на вольный свет Божий. Ему и в голову не приходило, чтоб он был влюблен в Ростову; он не думал о ней; он только воображал ее себе, и вследствие этого вся жизнь его представлялась ему в новом свете. «Из чего я бьюсь, из чего я хлопочу в этой узкой, замкнутой рамке, когда жизнь, вся жизнь со всеми ее радостями открыта мне?» — говорил он себе. И он в первый раз после долгого времени стал делать счастливые планы на будущее. Он решил сам собой, что ему надо заняться воспитанием своего сына, найдя ему воспитателя и поручив ему; потом надо выйти в отставку и ехать за границу, видеть Англию, Швейцарию, Италию. «Мне надо пользоваться своей свободой, пока так много в себе чувствую силы и молодости, — говорил он сам себе. — Пьер был прав, говоря, что надо верить в возможность СЧАСТИЯ, чтобы быть счастливым, и я теперь верю в него. Оставим мертвым хоронить мертвых, а пока жив, надо жить и быть счастливым», — думал он.",Том второй,Часть третья,XIX,121,"Князь Андрей поздно вечером уехал от Ростовых. Он лег спать по привычке ложиться, но увидал скоро, что он не может спать. Он то, зажегши свечу, сидел в постели, то вставал, то опять ложился, нисколько не тяготясь бессонницей: так радостно и ново ему было на душе, как будто он из душной комнаты вышел на вольный свет Божий. Ему и в голову не приходило, чтоб он был влюблен в Ростову; он не думал о ней; он только воображал ее себе, и вследствие этого вся жизнь его представлялась ему в новом свете. «Из чего я бьюсь, из чего я хлопочу в этой узкой, замкнутой рамке, когда жизнь, вся жизнь со всеми ее радостями открыта мне?» — говорил он себе. И он в первый раз после долгого времени стал делать счастливые планы на будущее. Он решил сам собой, что ему надо заняться воспитанием своего сына, найдя ему воспитателя и поручив ему; потом надо выйти в отставку и ехать за границу, видеть Англию, Швейцарию, Италию. «Мне надо пользоваться своей свободой, пока так много в себе чувствую силы и молодости, — говорил он сам себе. — Пьер был прав, говоря, что надо верить в возможность счастия, чтобы быть счастливым, и я теперь верю в него. Оставим мертвым хоронить мертвых, а пока жив, надо жить и быть счастливым», — думал он.",счастия,счастие,счастье,6
44,Andrei,"Князь Андрей с сияющим, восторженным и обновленным к жизни лицом остановился перед Пьером и, не замечая его печального лица, с эгоизмом СЧАСТИЯ улыбнулся ему.",Том второй,Часть третья,XXII,124,"Князь Андрей с сияющим, восторженным и обновленным к жизни лицом остановился перед Пьером и, не замечая его печального лица, с эгоизмом счастия улыбнулся ему.",счастия,счастие,счастье,6
45,Andrei,"— Ну, ну, говорите, я очень рад, — говорил Пьер, и действительно лицо его изменилось, морщина разгладилась, и он радостно слушал князя Андрея. Князь Андрей казался и был совсем другим, новым человеком. Где была его тоска, его презрение к жизни, его разочарованность? Пьер был единственный человек, перед которым он решался высказаться; но за то ему он уже высказывал все, что у него было на душе. То он легко и смело делал планы на продолжительное будущее, говорил о том, как он не может пожертвовать своим СЧАСТЬЕМ для каприза своего отца, как он заставит отца согласиться на этот брак и полюбить ее или обойдется без его согласия, то он удивлялся, как на что-то странное, чуждое, от него не зависящее, на то чувство, которое владело им.",Том второй,Часть третья,XXII,124,"— Ну, ну, говорите, я очень рад, — говорил Пьер, и действительно лицо его изменилось, морщина разгладилась, и он радостно слушал князя Андрея. Князь Андрей казался и был совсем другим, новым человеком. Где была его тоска, его презрение к жизни, его разочарованность? Пьер был единственный человек, перед которым он решался высказаться; но за то ему он уже высказывал все, что у него было на душе. То он легко и смело делал планы на продолжительное будущее, говорил о том, как он не может пожертвовать своим счастьем для каприза своего отца, как он заставит отца согласиться на этот брак и полюбить ее или обойдется без его согласия, то он удивлялся, как на что-то странное, чуждое, от него не зависящее, на то чувство, которое владело им.",счастьем,счастие,счастье,6
46,Andrei,"— Я бы не поверил тому, кто бы мне сказал, что я могу так любить, — говорил князь Андрей. — Это совсем не то чувство, которое было у меня прежде. Весь мир разделен для меня на две половины: одна — она, и там все СЧАСТЬЕ, надежда, свет; другая половина — все, где ее нет, там все уныние и темнота...",Том второй,Часть третья,XXII,124,"— Я бы не поверил тому, кто бы мне сказал, что я могу так любить, — говорил князь Андрей. — Это совсем не то чувство, которое было у меня прежде. Весь мир разделен для меня на две половины: одна — она, и там все счастье, надежда, свет; другая половина — все, где ее нет, там все уныние и темнота...",счастье,счастие,счастье,6
47,Andrei,"— Как ни тяжел мне будет этот год, отсрочивающий мое СЧАСТИЕ, — продолжал князь Андрей, — в этот срок вы поверите себя. Я прошу вас через год сделать мое СЧАСТИЕ; но вы свободны: помолвка наша останется тайной, и ежели вы убедились бы, что вы не любите меня, или полюбили бы... — сказал князь Андрей с неестественной улыбкой.",Том второй,Часть третья,XXIII,125,"— Как ни тяжел мне будет этот год, отсрочивающий мое счастие, — продолжал князь Андрей, — в этот срок вы поверите себя. Я прошу вас через год сделать мое счастие; но вы свободны: помолвка наша останется тайной, и ежели вы убедились бы, что вы не любите меня, или полюбили бы... — сказал князь Андрей с неестественной улыбкой.",счастие,счастие,счастье,6
48,Andrei,"«Отчего же бы это не могло быть вместе? — иногда, в совершенном затмении, думала она. — Тогда только я бы была совсем счастлива, а теперь я должна выбрать, и ни без одного из обоих я не могу быть счастлива. Одно, — думала она, — сказать то, что было, князю Андрею или скрыть — одинаково невозможно. А с этим ничего не испорчено. Но неужели расстаться навсегда с этим СЧАСТИЕМ любви к князю Андрею, которым я жила так долго?»",Том второй,Часть пятая,XIV,155,"«Отчего же бы это не могло быть вместе? — иногда, в совершенном затмении, думала она. — Тогда только я бы была совсем счастлива, а теперь я должна выбрать, и ни без одного из обоих я не могу быть счастлива. Одно, — думала она, — сказать то, что было, князю Андрею или скрыть — одинаково невозможно. А с этим ничего не испорчено. Но неужели расстаться навсегда с этим счастием любви к князю Андрею, которым я жила так долго?»",счастием,счастие,счастье,8
49,Andrei,"Князь Андрей считал неудобным писать к Курагину и вызывать его. Не подав нового повода к дуэли, князь Андрей считал вызов с своей стороны компрометирующим графиню Ростову, и потому он искал личной встречи с Курагиным, в которой он намерен был найти новый повод к дуэли. Но в Турецкой армии ему также не удалось встретить Курагина, который вскоре после приезда князя Андрея в Турецкую армию вернулся в Россию. В новой стране и в новых условиях жизни князю Андрею стало жить легче. После измены своей невесты, которая тем сильнее поразила его, чем старательнее он скрывал ото всех произведенное на него действие, для него были тяжелы те условия жизни, в которых он был СЧАСТЛИВ, и еще тяжелее были свобода и независимость, которыми он так дорожил прежде. Он не только не думал тех прежних мыслей, которые в первый раз пришли ему, глядя на небо на Аустерлицком поле, которые он любил развивать с Пьером и которые наполняли его уединение в Богучарове, а потом в Швейцарии и Риме; но он даже боялся вспоминать об этих мыслях, раскрывавших бесконечные и светлые горизонты. Его интересовали теперь только самые ближайшие, не связанные с прежними, практические интересы, за которые он ухватывался с тем большей жадностью, чем закрытее были от него прежние. Как будто тот бесконечный удаляющийся свод неба, стоявший прежде над ним, вдруг превратился в низкий, определенный, давивший его свод, в котором все было ясно, но ничего не было вечного и таинственного.",Том третий,Часть первая,VIII,171,"Князь Андрей считал неудобным писать к Курагину и вызывать его. Не подав нового повода к дуэли, князь Андрей считал вызов с своей стороны компрометирующим графиню Ростову, и потому он искал личной встречи с Курагиным, в которой он намерен был найти новый повод к дуэли. Но в Турецкой армии ему также не удалось встретить Курагина, который вскоре после приезда князя Андрея в Турецкую армию вернулся в Россию. В новой стране и в новых условиях жизни князю Андрею стало жить легче. После измены своей невесты, которая тем сильнее поразила его, чем старательнее он скрывал ото всех произведенное на него действие, для него были тяжелы те условия жизни, в которых он был счастлив, и еще тяжелее были свобода и независимость, которыми он так дорожил прежде. Он не только не думал тех прежних мыслей, которые в первый раз пришли ему, глядя на небо на Аустерлицком поле, которые он любил развивать с Пьером и которые наполняли его уединение в Богучарове, а потом в Швейцарии и Риме; но он даже боялся вспоминать об этих мыслях, раскрывавших бесконечные и светлые горизонты. Его интересовали теперь только самые ближайшие, не связанные с прежними, практические интересы, за которые он ухватывался с тем большей жадностью, чем закрытее были от него прежние. Как будто тот бесконечный удаляющийся свод неба, стоявший прежде над ним, вдруг превратился в низкий, определенный, давивший его свод, в котором все было ясно, но ничего не было вечного и таинственного.",счастлив,счастливый,счастье,9
50,Andrei,"Он закрыл глаза. Одни образы сменялись другими. На одном он долго, радостно остановился. Он живо вспомнил один вечер в Петербурге. Наташа с оживленным, взволнованным лицом рассказывала ему, как она в прошлое лето, ходя за грибами, заблудилась в большом лесу. Она несвязно описывала ему и глушь леса, и свои чувства, и разговоры с пчельником, которого она встретила, и, всякую минуту прерываясь в своем рассказе, говорила: «Нет, не могу, я не так рассказываю; нет, вы не понимаете», — несмотря на то, что князь Андрей успокоивал ее, говоря, что он понимает, и действительно понимал все, что она хотела сказать. Наташа была недовольна своими словами, — она чувствовала, что не выходило то страстно-поэтическое ощущение, которое она испытала в этот день и которое она хотела выворотить наружу. «Это такая прелесть был этот старик, и темно так в лесу... и такие добрые у него... нет, я не умею рассказать», — говорила она, краснея и волнуясь. Князь Андрей улыбнулся теперь той же радостной улыбкой, которой он улыбался тогда, глядя ей в глаза. «Я понимал ее, — думал князь Андрей. — Не только понимал, но эту-то душевную силу, эту искренность, эту открытость душевную, эту-то душу ее, которую как будто связывало тело, эту-то душу я и любил в ней... так сильно, так СЧАСТЛИВО любил...» И вдруг он вспомнил о том, чем кончилась его любовь. «Ему ничего этого не нужно было. Он ничего этого не видел и не понимал. Он видел в ней хорошенькую и свеженькую девочку, с которою он не удостоил связать свою судьбу. А я? И до сих пор он жив и весел».",Том третий,Часть вторая,XXV,211,"Он закрыл глаза. Одни образы сменялись другими. На одном он долго, радостно остановился. Он живо вспомнил один вечер в Петербурге. Наташа с оживленным, взволнованным лицом рассказывала ему, как она в прошлое лето, ходя за грибами, заблудилась в большом лесу. Она несвязно описывала ему и глушь леса, и свои чувства, и разговоры с пчельником, которого она встретила, и, всякую минуту прерываясь в своем рассказе, говорила: «Нет, не могу, я не так рассказываю; нет, вы не понимаете», — несмотря на то, что князь Андрей успокоивал ее, говоря, что он понимает, и действительно понимал все, что она хотела сказать. Наташа была недовольна своими словами, — она чувствовала, что не выходило то страстно-поэтическое ощущение, которое она испытала в этот день и которое она хотела выворотить наружу. «Это такая прелесть был этот старик, и темно так в лесу... и такие добрые у него... нет, я не умею рассказать», — говорила она, краснея и волнуясь. Князь Андрей улыбнулся теперь той же радостной улыбкой, которой он улыбался тогда, глядя ей в глаза. «Я понимал ее, — думал князь Андрей. — Не только понимал, но эту-то душевную силу, эту искренность, эту открытость душевную, эту-то душу ее, которую как будто связывало тело, эту-то душу я и любил в ней... так сильно, так счастливо любил...» И вдруг он вспомнил о том, чем кончилась его любовь. «Ему ничего этого не нужно было. Он ничего этого не видел и не понимал. Он видел в ней хорошенькую и свеженькую девочку, с которою он не удостоил связать свою судьбу. А я? И до сих пор он жив и весел».",счастливо,счастливо,счастье,10
51,Andrei,"После перенесенного страдания князь Андрей чувствовал блаженство, давно не испытанное им. Все лучшие, счастливейшие минуты в его жизни, в особенности самое дальнее детство, когда его раздевали и клали в кроватку, когда няня, убаюкивая, пела на ним, когда, зарывшись головой в подушки, он чувствовал себя СЧАСТЛИВЫМ одним сознанием жизни, — представлялись его воображению даже не как прошедшее, а как действительность.",Том третий,Часть вторая,XXXVII,223,"После перенесенного страдания князь Андрей чувствовал блаженство, давно не испытанное им. Все лучшие, счастливейшие минуты в его жизни, в особенности самое дальнее детство, когда его раздевали и клали в кроватку, когда няня, убаюкивая, пела на ним, когда, зарывшись головой в подушки, он чувствовал себя счастливым одним сознанием жизни, — представлялись его воображению даже не как прошедшее, а как действительность.",счастливым,счастливый,счастье,10
53,Andrei,"В первый раз князь Андрей понял, где он был и что с ним было, и вспомнил то, что он был ранен и как в ту минуту, когда коляска остановилась в Мытищах, он попросился в избу. Спутавшись опять от боли, он опомнился другой раз в избе, когда пил чай, и тут опять, повторив в своем воспоминании все, что с ним было, он живее всего представил себе ту минуту на перевязочном пункте, когда при виде страданий не любимого им человека, ему пришли эти новые, сулившие ему СЧАСТИЕ мысли. И мысли эти, хотя и неясно и неопределенно, теперь опять овладели его душой. Он вспомнил, что у него было теперь новое счастье и что это счастье имело что-то такое общее с Евангелием. Потому-то он попросил Евангелие. Но дурное положение, которое дали его ране, новое переворачиванье опять смешали его мысли, и он в третий раз очнулся к жизни уже в совершенной тишине ночи. Все спали вокруг него. Сверчок кричал через сени, на улице кто-то кричал и пел, тараканы шелестели по столу и образам, и осенняя толстая муха билась у него по изголовью и около сальной свечи, нагоревшей большим грибом и стоявшей подле него.",Том третий,Часть третья,XXXII,257,"В первый раз князь Андрей понял, где он был и что с ним было, и вспомнил то, что он был ранен и как в ту минуту, когда коляска остановилась в Мытищах, он попросился в избу. Спутавшись опять от боли, он опомнился другой раз в избе, когда пил чай, и тут опять, повторив в своем воспоминании все, что с ним было, он живее всего представил себе ту минуту на перевязочном пункте, когда при виде страданий не любимого им человека, ему пришли эти новые, сулившие ему счастие мысли. И мысли эти, хотя и неясно и неопределенно, теперь опять овладели его душой. Он вспомнил, что у него было теперь новое счастье и что это счастье имело что-то такое общее с Евангелием. Потому-то он попросил Евангелие. Но дурное положение, которое дали его ране, новое переворачиванье опять смешали его мысли, и он в третий раз очнулся к жизни уже в совершенной тишине ночи. Все спали вокруг него. Сверчок кричал через сени, на улице кто-то кричал и пел, тараканы шелестели по столу и образам, и осенняя толстая муха билась у него по изголовью и около сальной свечи, нагоревшей большим грибом и стоявшей подле него.",счастие,счастие,счастье,11
54,Andrei,"«Да, мне открылось новое СЧАСТЬЕ, неотъемлемое от человека, — думал он, лежа в полутемной тихой избе и глядя вперед лихорадочно-раскрытыми, остановившимися глазами. — Счастье, находящееся вне материальных сил, вне материальных внешних влияний на человека, СЧАСТЬЕ одной души, СЧАСТЬЕ любви! Понять его может всякий человек, но сознать и предписать его мог только один Бог. Но как же Бог предписал этот закон? Почему сын?..» И вдруг ход мыслей этих оборвался, и князь Андрей услыхал (не зная, в бреду или в действительности он слышит это), услыхал какой-то тихий, шепчущий голос, неумолкаемо в такт твердивший: «И пити-пити-пити» и потом «и ти-ти» и опять «и пити-пити-пити» и опять «и ти-ти». Вместе с этим, под звук этой шепчущей музыки, князь Андрей чувствовал, что над лицом его, над самой серединой воздвигалось какое-то странное воздушное здание из тонких иголок или лучинок. Он чувствовал (хотя это и тяжело ему было), что ему надо было старательно держать равновесие, для того чтобы воздвигавшееся здание это не завалилось; но оно все-таки заваливалось и опять медленно воздвигалось при звуках равномерно шепчущей музыки. «Тянется, тянется! растягивается и все тянется», — говорил себе князь Андрей. Вместе с прислушиваньем к шепоту и с ощущением этого тянущегося и воздвигающегося здания из иголок князь Андрей видел урывками и красный окруженный кругом свет свечки и слышал шуршанье тараканов и шуршанье мухи, бившейся о подушку и на лицо его. И всякий раз, как муха прикасалась к его лицу, она производила жгучее ощущение; но вместе с тем его удивляло то, что, ударяясь в самую область воздвигавшегося на лице его здания, муха не разрушала его. Но, кроме этого, было еще одно важное. Это было белое у двери, это была статуя сфинкса, которая тоже давили см о.",Том третий,Часть третья,XXXII,257,"«Да, мне открылось новое счастье, неотъемлемое от человека, — думал он, лежа в полутемной тихой избе и глядя вперед лихорадочно-раскрытыми, остановившимися глазами. — Счастье, находящееся вне материальных сил, вне материальных внешних влияний на человека, счастье одной души, счастье любви! Понять его может всякий человек, но сознать и предписать его мог только один Бог. Но как же Бог предписал этот закон? Почему сын?..» И вдруг ход мыслей этих оборвался, и князь Андрей услыхал (не зная, в бреду или в действительности он слышит это), услыхал какой-то тихий, шепчущий голос, неумолкаемо в такт твердивший: «И пити-пити-пити» и потом «и ти-ти» и опять «и пити-пити-пити» и опять «и ти-ти». Вместе с этим, под звук этой шепчущей музыки, князь Андрей чувствовал, что над лицом его, над самой серединой воздвигалось какое-то странное воздушное здание из тонких иголок или лучинок. Он чувствовал (хотя это и тяжело ему было), что ему надо было старательно держать равновесие, для того чтобы воздвигавшееся здание это не завалилось; но оно все-таки заваливалось и опять медленно воздвигалось при звуках равномерно шепчущей музыки. «Тянется, тянется! растягивается и все тянется», — говорил себе князь Андрей. Вместе с прислушиваньем к шепоту и с ощущением этого тянущегося и воздвигающегося здания из иголок князь Андрей видел урывками и красный окруженный кругом свет свечки и слышал шуршанье тараканов и шуршанье мухи, бившейся о подушку и на лицо его. И всякий раз, как муха прикасалась к его лицу, она производила жгучее ощущение; но вместе с тем его удивляло то, что, ударяясь в самую область воздвигавшегося на лице его здания, муха не разрушала его. Но, кроме этого, было еще одно важное. Это было белое у двери, это была статуя сфинкса, которая тоже давили см о.",счастье,счастие,счастье,11
61,Andrei,"Князь Андрей с сияющим, ВОСТОРЖЕННЫМ и обновленным к жизни лицом остановился перед Пьером и, не замечая его печального лица, с эгоизмом счастия улыбнулся ему.",Том второй,Часть третья,XXII,124,"Князь Андрей с сияющим, восторженным и обновленным к жизни лицом остановился перед Пьером и, не замечая его печального лица, с эгоизмом счастия улыбнулся ему.",восторженным,восторженный,восторг,6
62,Andrei,"В середине лета княжна Марья получила неожиданное письмо от князя Андрея из Швейцарии, в котором он сообщал ей странную и неожиданную новость. Князь Андрей объявлял о своей помолвке с Ростовой. Все письмо его дышало любовной ВОСТОРЖЕННОСТЬЮ к своей невесте и нежной дружбой и доверием к сестре. Он писал, что никогда он не любил так, как любит теперь, и что теперь только понял и узнал жизнь. Он просил сестру простить его за то, что в свой приезд в Лысые Горы он ничего не сказал ей об этом решении, хотя и говорил об этом с отцом. Он не сказал ей этого потому, что княжна Марья стала бы просить отца дать свое согласие и, не достигнув бы цели, раздражила бы отца и на себе бы понесла всю тяжесть его неудовольствия. Впрочем, писал он, тогда еще дело было не так окончательно решено, как теперь.",Том второй,Часть третья,XXVI,128,"В середине лета княжна Марья получила неожиданное письмо от князя Андрея из Швейцарии, в котором он сообщал ей странную и неожиданную новость. Князь Андрей объявлял о своей помолвке с Ростовой. Все письмо его дышало любовной восторженностью к своей невесте и нежной дружбой и доверием к сестре. Он писал, что никогда он не любил так, как любит теперь, и что теперь только понял и узнал жизнь. Он просил сестру простить его за то, что в свой приезд в Лысые Горы он ничего не сказал ей об этом решении, хотя и говорил об этом с отцом. Он не сказал ей этого потому, что княжна Марья стала бы просить отца дать свое согласие и, не достигнув бы цели, раздражила бы отца и на себе бы понесла всю тяжесть его неудовольствия. Впрочем, писал он, тогда еще дело было не так окончательно решено, как теперь.",восторженностью,восторженность,восторг,6
65,Andrei,"Он был такой же, как всегда; но воспаленный цвет его лица, блестящие глаза, устремленные ВОСТОРЖЕННО на нее, а в особенности нежная детская шея, выступавшая из отложенного воротника рубашки, давали ему особый, невинный, ребяческий вид, которого, однако, она никогда не видала в князе Андрее. Она подошла к нему и быстрым, гибким, молодым движением стала на колени.",Том третий,Часть третья,XXXI,256,"Он был такой же, как всегда; но воспаленный цвет его лица, блестящие глаза, устремленные восторженно на нее, а в особенности нежная детская шея, выступавшая из отложенного воротника рубашки, давали ему особый, невинный, ребяческий вид, которого, однако, она никогда не видала в князе Андрее. Она подошла к нему и быстрым, гибким, молодым движением стала на колени.",восторженно,восторженно,восторг,11
