volume,part,chapter,value,emphasis,keywords,keytokens,emotionwords
Том первый,Часть третья,XV,61,"Неприятное впечатление, только как остатки тумана на ясном небе, пробежало по молодому и СЧАСТЛИВОМУ лицу императора и исчезло. Он был, после нездоровья, несколько худее в этот день, чем на Ольмюцком поле, где его в первый раз за границей видел Болконский; но то же обворожительное соединение величавости и кротости было в его прекрасных серых глазах, и на тонких губах та же возможность разнообразных выражений и преобладающее выражение благодушной, невинной молодости.",счастливый,счастливому,счастье
Том первый,Часть третья,XV,61,— РАДЫ стараться! — прокричали солдаты.,рад,Рады,радость
Том первый,Часть третья,XVI,62,"«Что это? я падаю! у меня ноги подкашиваются», — подумал он и упал на спину. Он раскрыл глаза, надеясь увидать, чем кончилась борьба французов с артиллеристами, и желая знать, убит или нет рыжий артиллерист, взяты или спасены пушки. Но он ничего не видал. Над ним не было ничего уже, кроме неба, — высокого неба, не ясного, но все-таки неизмеримо высокого, с тихо ползущими по нем серыми облаками. «Как тихо, спокойно и торжественно, совсем не так, как я бежал, — подумал князь Андрей, — не так, как мы бежали, кричали и дрались; совсем не так, как с озлобленными и испуганными лицами тащили друг у друга банник француз и артиллерист, — совсем не так ползут облака по этому высокому бесконечному небу. Как же я не видал прежде этого высокого неба? И как я СЧАСТЛИВ, что узнал его наконец. Да! все пустое, все обман, кроме этого бесконечного неба. Ничего, ничего нет, кроме его. Но и того даже нет, ничего нет, кроме тишины, успокоения. И слава Богу!..»",счастливый,счастлив,счастье
Том первый,Часть третья,XVI,62,"«Что это? я падаю! у меня ноги подкашиваются», — подумал он и упал на спину. Он раскрыл глаза, надеясь увидать, чем кончилась борьба французов с артиллеристами, и желая знать, убит или нет рыжий артиллерист, взяты или спасены пушки. Но он ничего не видал. Над ним не было ничего уже, кроме неба, — высокого неба, не ясного, но все-таки неизмеримо высокого, с тихо ползущими по нем серыми облаками. «Как тихо, спокойно и торжественно, совсем не так, как я бежал, — подумал князь Андрей, — не так, как мы бежали, кричали и дрались; совсем не так, как с озлобленными и испуганными лицами тащили друг у друга банник француз и артиллерист, — совсем не так ползут облака по этому высокому бесконечному небу. Как же я не видал прежде этого высокого неба? И как я СЧАСТЛИВ, что узнал его наконец. Да! все пустое, все обман, кроме этого бесконечного неба. Ничего, ничего нет, кроме его. Но и того даже нет, ничего нет, кроме тишины, успокоения. И слава Богу!..»",счастливый,счастлив,счастье
Том первый,Часть третья,XVII,63,"Сменившись из цепи, Ростов успел соснуть несколько часов перед утром и чувствовал себя веселым, смелым, решительным, с тою упругостью движений, уверенностью в свое СЧАСТИЕ и в том расположении духа, в котором все кажется легко, весело и возможно.",счастие,счастие,счастье
Том первый,Часть третья,XVII,63,"Сменившись из цепи, Ростов успел соснуть несколько часов перед утром и чувствовал себя веселым, смелым, решительным, с тою упругостью движений, уверенностью в свое СЧАСТИЕ и в том расположении духа, в котором все кажется легко, весело и возможно.",счастие,счастие,счастье
Том первый,Часть третья,XVII,63,"Все желания его исполнялись в это утро: давалось генеральное сражение, он участвовал в нем; мало того, он был ординарцем при храбрейшем генерале; мало того, он ехал с поручением к Кутузову, а может быть, и к самому государю. Утро было ясное, лошадь под ним была добрая. На душе его было РАДОСТНО и счастливо. Получив приказание, он пустил лошадь и поскакал вдоль по линии. Сначала он ехал по линии Багратионовых войск, еще не выступавших в дело и стоявших неподвижно; потом он въехал в пространство, занимаемое кавалерии Уварова, и здесь заметил уже передвижения и признаки приготовлений к делу; проехав кавалерию Уварова, он уже ясно услыхал звуки пушечной и орудийной стрельбы впереди себя. Стрельба все усиливалась.",радостный,радостно,радость
Том первый,Часть третья,XVII,63,"Все желания его исполнялись в это утро: давалось генеральное сражение, он участвовал в нем; мало того, он был ординарцем при храбрейшем генерале; мало того, он ехал с поручением к Кутузову, а может быть, и к самому государю. Утро было ясное, лошадь под ним была добрая. На душе его было РАДОСТНО и счастливо. Получив приказание, он пустил лошадь и поскакал вдоль по линии. Сначала он ехал по линии Багратионовых войск, еще не выступавших в дело и стоявших неподвижно; потом он въехал в пространство, занимаемое кавалерии Уварова, и здесь заметил уже передвижения и признаки приготовлений к делу; проехав кавалерию Уварова, он уже ясно услыхал звуки пушечной и орудийной стрельбы впереди себя. Стрельба все усиливалась.",радостный,радостно,радость
Том первый,Часть третья,XVII,63,"Все желания его исполнялись в это утро: давалось генеральное сражение, он участвовал в нем; мало того, он был ординарцем при храбрейшем генерале; мало того, он ехал с поручением к Кутузову, а может быть, и к самому государю. Утро было ясное, лошадь под ним была добрая. На душе его было радостно и СЧАСТЛИВО. Получив приказание, он пустил лошадь и поскакал вдоль по линии. Сначала он ехал по линии Багратионовых войск, еще не выступавших в дело и стоявших неподвижно; потом он въехал в пространство, занимаемое кавалерии Уварова, и здесь заметил уже передвижения и признаки приготовлений к делу; проехав кавалерию Уварова, он уже ясно услыхал звуки пушечной и орудийной стрельбы впереди себя. Стрельба все усиливалась.",счастливый,счастливо,счастье
Том первый,Часть третья,XVII,63,"Все желания его исполнялись в это утро: давалось генеральное сражение, он участвовал в нем; мало того, он был ординарцем при храбрейшем генерале; мало того, он ехал с поручением к Кутузову, а может быть, и к самому государю. Утро было ясное, лошадь под ним была добрая. На душе его было радостно и СЧАСТЛИВО. Получив приказание, он пустил лошадь и поскакал вдоль по линии. Сначала он ехал по линии Багратионовых войск, еще не выступавших в дело и стоявших неподвижно; потом он въехал в пространство, занимаемое кавалерии Уварова, и здесь заметил уже передвижения и признаки приготовлений к делу; проехав кавалерию Уварова, он уже ясно услыхал звуки пушечной и орудийной стрельбы впереди себя. Стрельба все усиливалась.",счастливый,счастливо,счастье
Том первый,Часть третья,XVII,63,"— Каково, в первую линию попали! Наш полк в атаку ходил! — сказал Борис, улыбаясь той СЧАСТЛИВОЙ улыбкой, которая бывает у молодых людей, в первый раз побывавших в огне.",счастливый,счастливой,счастье
Том первый,Часть третья,XVII,63,"— Каково, в первую линию попали! Наш полк в атаку ходил! — сказал Борис, улыбаясь той СЧАСТЛИВОЙ улыбкой, которая бывает у молодых людей, в первый раз побывавших в огне.",счастливый,счастливой,счастье
Том первый,Часть третья,XVIII,64,"«Но это не мог быть он, один посреди этого пустого поля», — подумал Ростов. В это время Александр повернул голову, и Ростов увидал так живо врезавшиеся в его памяти любимые черты. Государь был бледен, щеки его впали и глаза ввалились; но тем больше прелести, кротости было в его чертах. Ростов был СЧАСТЛИВ, убедившись в том, что слух о ране государя был несправедлив. Он был СЧАСТЛИВ, что видел его. Он знал, что мог, даже должен был прямо обратиться к нему и передать то, что приказано было ему передать от Долгорукова.",счастливый,счастлив,счастье
Том первый,Часть третья,XVIII,64,"«Но это не мог быть он, один посреди этого пустого поля», — подумал Ростов. В это время Александр повернул голову, и Ростов увидал так живо врезавшиеся в его памяти любимые черты. Государь был бледен, щеки его впали и глаза ввалились; но тем больше прелести, кротости было в его чертах. Ростов был СЧАСТЛИВ, убедившись в том, что слух о ране государя был несправедлив. Он был СЧАСТЛИВ, что видел его. Он знал, что мог, даже должен был прямо обратиться к нему и передать то, что приказано было ему передать от Долгорукова.",счастливый,счастлив,счастье
Том первый,Часть третья,XVIII,64,"«Но это не мог быть он, один посреди этого пустого поля», — подумал Ростов. В это время Александр повернул голову, и Ростов увидал так живо врезавшиеся в его памяти любимые черты. Государь был бледен, щеки его впали и глаза ввалились; но тем больше прелести, кротости было в его чертах. Ростов был СЧАСТЛИВ, убедившись в том, что слух о ране государя был несправедлив. Он был СЧАСТЛИВ, что видел его. Он знал, что мог, даже должен был прямо обратиться к нему и передать то, что приказано было ему передать от Долгорукова.",счастливый,счастлив,счастье
Том первый,Часть третья,XVIII,64,"«Но это не мог быть он, один посреди этого пустого поля», — подумал Ростов. В это время Александр повернул голову, и Ростов увидал так живо врезавшиеся в его памяти любимые черты. Государь был бледен, щеки его впали и глаза ввалились; но тем больше прелести, кротости было в его чертах. Ростов был СЧАСТЛИВ, убедившись в том, что слух о ране государя был несправедлив. Он был СЧАСТЛИВ, что видел его. Он знал, что мог, даже должен был прямо обратиться к нему и передать то, что приказано было ему передать от Долгорукова.",счастливый,счастлив,счастье
Том первый,Часть третья,XVIII,64,"«Как! Я как будто РАД случаю воспользоваться тем, что он один и в унынии. Ему неприятно и тяжело может показаться неизвестное лицо в эту минуту печали, и потом, что я могу сказать ему теперь, когда при одном взгляде на него у меня замирает сердце и пересыхает во рту?» Ни одна из тех бесчисленных речей, которые он, обращая к государю, слагал в своем воображении, не приходила ему теперь в голову. Те речи большею частию держались совсем при других условиях, те говорились большею частию в минуты побед и торжеств и преимущественно на смертном одре от полученных ран, в то время как государь благодарил его за геройские поступки и он, умирая, высказывал ему подтвержденную на деле любовь свою.",рад,рад,радость
Том первый,Часть третья,XIX,65,"Князь Андрей понял, что это было сказано о нем и что говорит это Наполеон. Он слышал, как называли sire 5 того, кто сказал эти слова. Но он слышал эти слова, как бы он слышал жужжание мухи. Он не только не интересовался ими, но он и не заметил, а тотчас же забыл их. Ему жгло голову; он чувствовал, что он исходит кровью, и он видел над собою далекое, высокое и вечное небо. Он знал, что это был Наполеон — его герой, но в эту минуту Наполеон казался ему столь маленьким, ничтожным человеком в сравнении с тем, что происходило теперь между его душой и этим высоким, бесконечным небом с бегущими по нем облаками. Ему было совершенно все равно в эту минуту, кто бы ни стоял над ним, что бы ни говорил о нем; он РАД был только тому, что остановились над ним люди, и желал только, чтоб эти люди помогли ему и возвратили бы его к жизни, которая казалась ему столь прекрасною, потому что он так иначе понимал ее теперь. Он собрал все свои силы, чтобы пошевелиться и произвести какой-нибудь звук. Он слабо пошевелил ногою и произвел самого его разжалобивший, слабый, болезненный стон.",рад,рад,радость
Том первый,Часть третья,XIX,65,"Несмотря на то, что за пять минут перед этим князь Андрей мог сказать несколько слов солдатам, переносившим его, он теперь, прямо устремив свои глаза на Наполеона, молчал... Ему так ничтожны казались в эту минуту все интересы, занимавшие Наполеона, так мелочен казался ему сам герой его, с этим мелким тщеславием и РАДОСТЬЮ победы, в сравнении с тем высоким, справедливым и добрым небом, которое он видел и понял, — что он не мог отвечать ему.",радость,радостью,радость
Том первый,Часть третья,XIX,65,На лице его было сиянье самодовольства и СЧАСТИЯ.,счастие,счастия,счастье
Том первый,Часть третья,XIX,65,На лице его было сиянье самодовольства и СЧАСТИЯ.,счастие,счастия,счастье
Том первый,Часть третья,XIX,65,"«Хорошо бы это было, — подумал князь Андрей, взглянув на этот образок, который с таким чувством и благоговением навесила на него сестра, — хорошо бы это было, ежели бы все было так ясно и просто, как оно кажется княжне Марье. Как хорошо бы было знать, где искать помощи в этой жизни и чего ждать после нее там, за гробом! Как бы СЧАСТЛИВ и спокоен я был, ежели бы мог сказать теперь: Господи, помилуй меня!.. Но кому я скажу это? Или сила — неопределенная, непостижимая, к которой я не только не могу обращаться, но которой не могу выразить словами, — великое все или ничего, — говорил он сам себе, — или это тот Бог, который вот здесь зашит, в этой ладанке, княжной Марьей? Ничего, ничего нет верного, кроме ничтожества всего того, что мне понятно, и величия чего-то непонятного, но важнейшего!»",счастливый,счастлив,счастье
Том первый,Часть третья,XIX,65,"«Хорошо бы это было, — подумал князь Андрей, взглянув на этот образок, который с таким чувством и благоговением навесила на него сестра, — хорошо бы это было, ежели бы все было так ясно и просто, как оно кажется княжне Марье. Как хорошо бы было знать, где искать помощи в этой жизни и чего ждать после нее там, за гробом! Как бы СЧАСТЛИВ и спокоен я был, ежели бы мог сказать теперь: Господи, помилуй меня!.. Но кому я скажу это? Или сила — неопределенная, непостижимая, к которой я не только не могу обращаться, но которой не могу выразить словами, — великое все или ничего, — говорил он сам себе, — или это тот Бог, который вот здесь зашит, в этой ладанке, княжной Марьей? Ничего, ничего нет верного, кроме ничтожества всего того, что мне понятно, и величия чего-то непонятного, но важнейшего!»",счастливый,счастлив,счастье
Том первый,Часть третья,XIX,65,"Тихая жизнь и спокойное семейное СЧАСТИЕ в Лысых Горах представлялись ему. Он уже наслаждался этим СЧАСТИЕм, когда вдруг являлся маленький Наполеон с своим безучастным, ограниченным и счастливым от несчастия других взглядом, и начинались сомнения, муки, и только небо обещало успокоение. К утру все мечтания смешались и слились в хаос и мрак беспамятства и забвения, которые гораздо вероятнее, по мнению самого Ларрея, доктора Наполеонова, должны были разрешиться смертью, чем выздоровлением.",счастие,счастие,счастье
Том первый,Часть третья,XIX,65,"Тихая жизнь и спокойное семейное счастие в Лысых Горах представлялись ему. Он уже наслаждался этим СЧАСТИЕМ, когда вдруг являлся маленький Наполеон с своим безучастным, ограниченным и счастливым от несчастия других взглядом, и начинались сомнения, муки, и только небо обещало успокоение. К утру все мечтания смешались и слились в хаос и мрак беспамятства и забвения, которые гораздо вероятнее, по мнению самого Ларрея, доктора Наполеонова, должны были разрешиться смертью, чем выздоровлением.",счастие,счастием,счастье
Том первый,Часть третья,XIX,65,"Тихая жизнь и спокойное семейное счастие в Лысых Горах представлялись ему. Он уже наслаждался этим счастием, когда вдруг являлся маленький Наполеон с своим безучастным, ограниченным и СЧАСТЛИВЫМ от несчастия других взглядом, и начинались сомнения, муки, и только небо обещало успокоение. К утру все мечтания смешались и слились в хаос и мрак беспамятства и забвения, которые гораздо вероятнее, по мнению самого Ларрея, доктора Наполеонова, должны были разрешиться смертью, чем выздоровлением.",счастливый,счастливым,счастье
Том первый,Часть третья,XIX,65,"Тихая жизнь и спокойное семейное СЧАСТИЕ в Лысых Горах представлялись ему. Он уже наслаждался этим СЧАСТИЕм, когда вдруг являлся маленький Наполеон с своим безучастным, ограниченным и счастливым от несчастия других взглядом, и начинались сомнения, муки, и только небо обещало успокоение. К утру все мечтания смешались и слились в хаос и мрак беспамятства и забвения, которые гораздо вероятнее, по мнению самого Ларрея, доктора Наполеонова, должны были разрешиться смертью, чем выздоровлением.",счастие,счастие,счастье
Том первый,Часть третья,XIX,65,"Тихая жизнь и спокойное семейное счастие в Лысых Горах представлялись ему. Он уже наслаждался этим СЧАСТИЕМ, когда вдруг являлся маленький Наполеон с своим безучастным, ограниченным и счастливым от несчастия других взглядом, и начинались сомнения, муки, и только небо обещало успокоение. К утру все мечтания смешались и слились в хаос и мрак беспамятства и забвения, которые гораздо вероятнее, по мнению самого Ларрея, доктора Наполеонова, должны были разрешиться смертью, чем выздоровлением.",счастие,счастием,счастье
Том первый,Часть третья,XIX,65,"Тихая жизнь и спокойное семейное счастие в Лысых Горах представлялись ему. Он уже наслаждался этим счастием, когда вдруг являлся маленький Наполеон с своим безучастным, ограниченным и СЧАСТЛИВЫМ от несчастия других взглядом, и начинались сомнения, муки, и только небо обещало успокоение. К утру все мечтания смешались и слились в хаос и мрак беспамятства и забвения, которые гораздо вероятнее, по мнению самого Ларрея, доктора Наполеонова, должны были разрешиться смертью, чем выздоровлением.",счастливый,счастливым,счастье
Том второй,Часть первая,I,66,"Старик Михайло спал на ларе. Прокофий, выездной лакей, тот, который был так силен, что за задок поднимал карету, сидел и вязал из покромок лапти. Он взглянул на отворившуюся дверь, и равнодушное, сонное выражение его вдруг преобразилось в ВОСТОРЖЕННО-испуганное.",восторженно,восторженно,восторг
Том второй,Часть первая,I,66,"Ростов, забыв совершенно о Денисове, не желая никому дать предупредить себя, скинул шубу и на цыпочках побежал в темную большую залу. Все то же — те же ломберные столы, та же люстра в чехле; но кто-то уж видел молодого барина, и не успел он добежать до гостиной, как что-то стремительно, как буря, вылетело из боковой двери и обняло и стало целовать его. Еще другое, третье такое же существо выскочило из другой, третьей двери; еще объятия, еще поцелуи, еще крики, слезы РАДОСТИ. Он не мог разобрать, где и кто папа, кто Наташа, кто Петя. Все кричали, говорили и целовали его в одно и то же время. Только матери не было в числе их — это он помнил.",радость,радости,радость
Том второй,Часть первая,I,66,"Со всех сторон были блестящие слезами РАДОСТИ любящие глаза, со всех сторон были губы, искавшие поцелуя.",радость,радости,радость
Том второй,Часть первая,I,66,"Соня, красная, как кумач, тоже держалась за его руку и вся сияла в блаженном взгляде, устремленном в его глаза, которых она ждала. Соне минуло уже шестнадцать лет, и она была очень красива, особенно в эту минуту СЧАСТЛИВОГО, восторженного оживления. Она смотрела на него, не спуская глаз, улыбаясь и задерживая дыхание. Он благодарно взглянул на нее; но все еще ждал и искал кого-то. Старая графиня еще не выходила. И вот послышались шаги в дверях. Шаги такие быстрые, что это не могли быть шаги его матери.",счастливый,счастливого,счастье
Том второй,Часть первая,I,66,"Соня, красная, как кумач, тоже держалась за его руку и вся сияла в блаженном взгляде, устремленном в его глаза, которых она ждала. Соне минуло уже шестнадцать лет, и она была очень красива, особенно в эту минуту СЧАСТЛИВОГО, восторженного оживления. Она смотрела на него, не спуская глаз, улыбаясь и задерживая дыхание. Он благодарно взглянул на нее; но все еще ждал и искал кого-то. Старая графиня еще не выходила. И вот послышались шаги в дверях. Шаги такие быстрые, что это не могли быть шаги его матери.",счастливый,счастливого,счастье
Том второй,Часть первая,I,66,"Соня, красная, как кумач, тоже держалась за его руку и вся сияла в блаженном взгляде, устремленном в его глаза, которых она ждала. Соне минуло уже шестнадцать лет, и она была очень красива, особенно в эту минуту счастливого, ВОСТОРЖЕННОГО оживления. Она смотрела на него, не спуская глаз, улыбаясь и задерживая дыхание. Он благодарно взглянул на нее; но все еще ждал и искал кого-то. Старая графиня еще не выходила. И вот послышались шаги в дверях. Шаги такие быстрые, что это не могли быть шаги его матери.",восторженный,восторженного,восторг
Том второй,Часть первая,I,66,"Те же СЧАСТЛИВЫЕ, восторженные лица обратились на мохнатую черноусую фигурку Денисова и окружили его.",счастливый,счастливые,счастье
Том второй,Часть первая,I,66,"Те же СЧАСТЛИВЫЕ, восторженные лица обратились на мохнатую черноусую фигурку Денисова и окружили его.",счастливый,счастливые,счастье
Том второй,Часть первая,I,66,"Те же счастливые, ВОСТОРЖЕННЫЕ лица обратились на мохнатую черноусую фигурку Денисова и окружили его.",восторженный,восторженные,восторг
Том второй,Часть первая,I,66,"— Голубчик, Денисов! — взвизгнула Наташа, не помнившая себя от ВОСТОРГА, подскочила к нему, обняла и поцеловала его. Все смутились поступком Наташи. Денисов тоже покраснел, но улыбнулся и, взяв руку Наташи, поцеловал ее.",восторг,восторга,восторг
Том второй,Часть первая,I,66,"Старая графиня, не выпуская его руки, которую она всякую минуту целовала, сидела с ним рядом; остальные, столпившись вокруг них, ловили каждое его движенье, слово, взгляд и не спускали с него ВОСТОРЖЕННО-влюбленных глаз. Брат и сестры спорили, и перехватывали места друг у друга поближе к нему, и дрались за то, кому принести ему чай, платок, трубку.",восторженно,восторженно,восторг
Том второй,Часть первая,I,66,"Ростов был очень счастлив любовью, которую ему выказывали; но первая минута его встречи была так блаженна, что теперешнего его СЧАСТИЯ ему казалось мало, и он все ждал чего-то еще, и еще, и еще.",счастие,счастия,счастье
Том второй,Часть первая,I,66,"Ростов был очень СЧАСТЛИВ любовью, которую ему выказывали; но первая минута его встречи была так блаженна, что теперешнего его счастия ему казалось мало, и он все ждал чего-то еще, и еще, и еще.",счастливый,счастлив,счастье
Том второй,Часть первая,I,66,"Ростов был очень счастлив любовью, которую ему выказывали; но первая минута его встречи была так блаженна, что теперешнего его СЧАСТИЯ ему казалось мало, и он все ждал чего-то еще, и еще, и еще.",счастие,счастия,счастье
Том второй,Часть первая,I,66,"Ростов был очень СЧАСТЛИВ любовью, которую ему выказывали; но первая минута его встречи была так блаженна, что теперешнего его счастия ему казалось мало, и он все ждал чего-то еще, и еще, и еще.",счастливый,счастлив,счастье
Том второй,Часть первая,I,66,"В это время Петя в первой комнате, увидав и схватив сабли и испытывая тот ВОСТОРГ, который испытывают мальчики при виде воинственного старшего брата, забыв, что сестрам неприлично видеть раздетых мужчин, отворил дверь.",восторг,восторг,восторг
Том второй,Часть первая,I,66,"Ростов поспешно обулся, надел халат и вышел. Наташа надела один сапог со шпорой и влезала в другой. Соня кружилась и только что хотела раздуть платье и присесть, когда он вышел. Обе были в одинаковых, новеньких, голубых платьях — свежие, румяные, веселые. Соня убежала, а Наташа, взяв брата под руку, повела его в диванную, и у них начался разговор. Они не успевали спрашивать друг друга и отвечать на вопросы о тысячах мелочей, которые могли интересовать только их одних. Наташа смеялась при всяком слове, которое он говорил и которое она говорила, не потому, что было смешно то, что они говорили, но потому, что ей было весело и она не в силах была удерживать своей РАДОСТИ, выражавшейся смехом.",радость,радости,радость
Том второй,Часть первая,I,66,"— Нет, послушай, — сказала она, — ты теперь совсем мужчина? Я ужасно РАДА, что ты мой брат. — Она тронула его усы. — Мне хочется знать, какие вы, мужчины? Такие ли, как мы?",рад,рада,радость
Том второй,Часть первая,I,66,"— Я ни в чем не беру назад своего слова, — сказал он. — И потом, Соня такая прелесть, что какой же дурак станет отказываться от своего СЧАСТИЯ?",счастие,счастия,счастье
Том второй,Часть первая,I,66,"— Я ни в чем не беру назад своего слова, — сказал он. — И потом, Соня такая прелесть, что какой же дурак станет отказываться от своего СЧАСТИЯ?",счастие,счастия,счастье
Том второй,Часть первая,I,66,"Ростов видел, что все это было хорошо придумано ими. Соня и вчера поразила его своей красотой. Нынче, увидав ее мельком, она ему показалась еще лучше. Она была прелестная шестнадцатилетняя девочка, очевидно, страстно его любящая (в этом он не сомневался ни на минуту). Отчего же ему было не любить ее и не жениться даже, думал Ростов, но не теперь. Теперь столько еще других РАДОСТЕЙ и занятий! «Да, они это прекрасно придумали, — подумал он, — надо оставаться свободным».",радость,радостей,радость
Том второй,Часть первая,I,66,"— Ну и прекрасно, — сказал он, — после поговорим. Ах, как я тебе РАД! — прибавил он. — Ну, а что же ты, Борису не изменила? — спросил брат.",рад,рад,радость
Том второй,Часть первая,I,66,"— Я? — переспросила Наташа, и СЧАСТЛИВАЯ улыбка осветила ее лицо. — Ты видел Duport'a?",счастливый,счастливая,счастье
Том второй,Часть первая,I,66,"— Я? — переспросила Наташа, и СЧАСТЛИВАЯ улыбка осветила ее лицо. — Ты видел Duport'a?",счастливый,счастливая,счастье
Том второй,Часть первая,I,66,"И Наташа встала на цыпочках и прошлась из комнаты так, как делают танцовщицы, но улыбаясь так, как только улыбаются счастливые пятнадцатилетние девочки. Встретившись в гостиной с Соней, Ростов покраснел. Он не знал, как обойтись с ней. Вчера они поцеловались в первую минуту РАДОСТИ свидания, но нынче он чувствовал, что нельзя было этого сделать; он чувствовал, что все, и мать и сестры, смотрели на него вопросительно и от него ожидали, как он поведет себя с нею. Он поцеловал ее руку и назвал ее вы — Соня. Но глаза их, встретившись, сказали друг другу «ты» и нежно поцеловались. Она просила своим взглядом у него прощенья за то, что в посольстве Наташи она смела напомнить ему о его обещании, и благодарила его за его любовь. Он своим взглядом благодарил ее за предложение свободы и говорил, что, так ли, иначе ли, он никогда не перестанет любить ее, потому что нельзя не любить ее.",радость,радости,радость
